,Unnamed: 0,id,dm-0,dm-1,dm-2,dm-3,dm-4,dm-5,dm-6,dm-7,dm-8,dm-9,dm-10,dt-0,dt-1,dt-2,dt-3,dt-4,dt-5,dt-6,dt-7,dt-8,dt-9,dt-10,dt-11,dt-12,dt-13,dt-14,dt-15,dt-16,dt-17,dt-18,dt-19,dt-20,dt-21,dt-22,tag
7227,7227,MLS1404240021964101507,47,33,24,41,69,14,1,0,0,0,0,0,0,0,0,9,5,3,0,0,0,0,0,0,0,7,0,5,7,4,59,47,75,10,0
7228,7228,MLS1404240011964113846,27,20,18,33,78,35,16,3,1,0,0,0,0,0,1,6,5,2,0,0,0,0,0,1,4,5,7,7,5,3,41,34,93,21,5
7229,7229,MLS1404231041864104277,29,26,23,43,75,31,1,0,0,0,0,0,0,0,1,9,7,3,0,0,0,0,0,0,5,0,10,5,0,0,33,42,88,28,0
7230,7230,MLS1404231031824102587,48,40,34,57,47,2,0,0,0,0,0,0,0,0,2,7,5,2,0,0,0,0,0,0,0,4,10,2,0,4,40,32,79,44,0
7231,7231,MLS1404221181104114779,33,32,30,50,64,16,3,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,3,3,6,5,5,11,48,40,79,28,0
7232,7232,MLS1404221012254102589,41,24,22,42,78,19,2,0,0,0,0,0,0,0,1,8,5,3,0,0,0,0,0,0,4,0,4,3,0,10,49,45,80,19,0
7233,7233,MLS1404221012234123364,31,31,31,51,65,16,4,2,0,0,0,0,0,0,1,7,5,3,0,0,0,0,0,0,4,4,4,7,0,0,45,48,87,16,0
7234,7234,MLS1404211021824101132,28,28,24,47,73,22,5,2,1,0,0,0,0,0,1,6,5,2,0,0,0,0,0,0,0,6,7,3,1,4,52,31,82,31,0
7235,7235,MLS1404211011834106463,46,33,34,57,57,1,0,0,0,0,0,0,0,0,1,5,4,2,0,0,0,0,0,2,2,5,6,0,6,5,50,41,88,15,0
7236,7236,MLS1404210141844119469,22,20,20,38,62,41,20,5,2,0,0,0,0,0,1,6,5,2,0,0,0,0,0,0,0,8,2,3,0,0,38,40,82,43,2
7237,7237,MLS1404210131884119909,74,38,23,33,47,12,2,1,0,0,0,0,0,0,1,4,4,2,0,0,0,0,0,2,5,5,4,5,3,0,45,35,78,40,5
7238,7238,MLS1404210121904103396,63,41,26,35,43,11,1,1,0,7,1,0,0,0,1,3,2,1,1,0,0,1,0,0,3,4,9,4,2,2,45,32,74,49,0
7239,7239,MLS1404210111894105710,94,61,29,20,22,2,1,0,0,0,0,0,0,0,1,2,2,1,1,0,0,1,1,1,3,4,7,4,4,4,45,32,71,50,5
7240,7240,MLS1404210101904103002,26,24,22,39,74,33,9,1,1,0,0,0,0,0,1,2,2,1,0,0,0,0,1,1,3,4,7,4,4,3,46,32,71,51,0
7241,7241,MLS1404200091944118094,40,28,26,49,65,17,3,1,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,0,3,2,6,4,2,3,45,42,85,30,0
7242,7242,MLS1404200041974108425,27,27,27,41,57,20,22,7,1,0,0,0,0,0,2,7,6,2,0,0,0,0,0,0,0,4,8,0,4,4,37,35,92,29,5
7243,7243,MLS1404200041964113889,24,17,15,30,74,43,20,4,2,0,0,0,0,0,1,7,5,2,0,0,0,0,0,0,0,3,10,2,5,3,42,46,88,17,0
7244,7244,MLS1404200041944117692,50,30,15,36,82,15,1,0,0,0,0,0,0,0,0,8,5,3,0,0,0,0,0,2,6,4,13,4,0,0,55,52,74,7,0
7245,7245,MLS1404091071644115273,30,29,30,51,71,15,2,0,0,0,0,0,0,0,1,6,5,2,2,0,0,0,0,1,4,9,5,3,4,3,57,52,73,7,0
7246,7246,MLS1404091071594114723,28,26,27,43,68,24,9,4,1,0,0,0,0,0,1,6,4,2,0,0,0,0,0,0,0,0,5,5,4,4,45,40,83,31,0
7247,7247,MLS1404091041554110676,74,38,28,35,35,11,5,1,2,1,0,0,0,0,1,2,2,1,0,1,0,0,1,1,2,4,6,5,4,7,42,32,76,47,5
7248,7248,MLS1404091031604105496,60,45,29,46,36,10,3,1,0,0,0,0,0,0,1,2,2,1,1,0,0,0,1,1,2,2,6,4,4,10,43,40,83,31,5
7249,7249,MLS1404081201364112625,25,26,26,42,66,24,10,3,3,4,0,0,0,0,0,6,4,2,0,0,0,2,0,0,5,2,7,4,15,10,52,31,85,8,0
7250,7250,MLS1404081181344117146,24,22,20,41,73,36,12,1,0,0,0,0,0,0,1,6,4,2,0,0,0,0,0,0,3,7,7,7,5,7,33,35,84,33,0
7252,7252,MLS1404081181324106296,39,32,25,44,72,14,3,0,0,0,0,0,0,0,1,6,5,3,0,0,0,0,0,0,7,0,5,2,3,5,34,38,87,35,5
7253,7253,MLS1404081171394110937,32,30,25,39,54,32,10,6,0,1,0,0,0,0,1,6,5,2,0,0,0,0,0,0,4,2,5,0,10,15,45,36,80,22,5
7254,7254,MLS1404081171394107046,43,34,28,44,54,22,3,1,0,0,0,0,0,0,1,6,5,2,0,0,0,0,0,0,4,2,5,0,10,15,45,36,80,22,0
7255,7255,MLS1404081161364113129,33,31,22,46,77,18,1,0,0,0,0,0,0,0,4,9,11,3,0,0,0,0,0,0,0,0,10,0,0,0,29,29,86,48,0
7256,7256,MLS1404081151374114240,24,24,22,41,69,36,11,3,1,0,0,0,0,0,1,4,4,3,0,0,0,0,1,0,2,6,6,6,2,0,51,42,75,29,0
7257,7257,MLS1404081151374109956,19,18,19,31,70,45,24,3,0,0,0,0,0,0,1,4,4,3,0,0,0,0,1,0,2,6,7,6,2,0,52,42,74,28,0
7258,7258,MLS1404081151364100765,43,41,35,51,52,6,1,0,0,0,0,0,0,0,1,4,4,3,0,0,0,0,1,0,2,6,5,6,0,0,49,39,83,28,0
7259,7259,MLS1404071111374109698,33,32,29,49,63,18,4,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,2,3,6,5,4,9,45,37,75,40,0
7260,7260,MLS1404071031864106546,31,18,19,31,86,34,10,1,0,0,0,0,0,0,2,7,7,3,0,0,0,0,0,0,6,0,7,2,0,0,37,36,81,43,0
7261,7261,MLS1404071031824102611,44,39,36,58,48,3,0,0,0,0,0,0,0,0,2,7,5,2,0,0,0,0,0,0,0,4,10,2,0,4,40,32,79,44,0
7262,7262,MLS1404071021654115225,43,33,29,52,54,11,3,3,1,1,0,0,0,0,1,3,3,1,0,0,0,0,1,1,2,3,10,4,3,3,45,28,67,59,5
7263,7263,MLS1404061012234102909,33,29,24,52,71,19,1,0,0,0,0,0,0,0,1,7,5,3,0,0,0,0,0,0,4,4,4,7,0,0,45,48,87,16,0
7264,7264,MLS1404060042004108893,40,32,25,25,75,23,7,1,0,0,0,0,0,0,1,7,5,3,0,0,0,0,0,0,6,2,8,0,3,6,49,43,83,15,0
7265,7265,MLS1404041231044108317,43,33,25,32,65,25,5,1,0,0,0,0,0,0,1,3,2,1,0,0,0,0,1,1,3,3,7,4,4,9,49,42,74,30,5
7266,7266,MLS1404041161094124001,24,25,23,42,70,31,11,3,1,0,0,0,0,0,1,3,2,1,0,0,0,0,1,2,5,3,7,4,3,3,43,42,83,31,0
7269,7269,MLS1404041141444112527,28,28,25,35,77,27,7,0,0,0,0,0,0,0,1,6,5,2,0,0,0,0,0,0,3,0,6,4,4,10,49,40,86,15,0
7270,7270,MLS1404041141434101246,70,56,44,41,17,0,0,0,0,0,0,0,0,0,1,7,5,2,0,0,0,0,0,0,0,3,8,6,9,14,40,36,89,12,0
7273,7273,MLS1404041121454102801,75,0,0,150,0,0,0,0,0,0,0,0,0,0,0,113,75,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
7274,7274,MLS1404041121424112145,0,38,0,113,75,0,0,0,0,0,0,0,0,0,0,113,75,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
7275,7275,MLS1404041121394107361,78,55,32,27,26,9,1,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,0,1,2,4,4,3,7,40,38,76,47,5
7276,7276,MLS1404041081774101897,34,34,31,49,68,12,0,0,0,0,0,0,0,0,1,7,5,2,0,0,0,0,0,0,0,0,6,8,3,6,54,46,83,9,0
7277,7277,MLS1404041021794102259,37,28,20,42,57,36,7,0,0,0,0,0,0,0,2,6,6,2,0,0,0,0,0,4,0,5,0,2,0,3,51,30,85,34,0
7278,7278,MLS1404041001804115756,20,22,21,36,68,40,18,3,1,0,0,0,0,0,1,4,4,2,1,0,0,0,0,0,0,3,8,6,0,4,51,40,83,26,7
7279,7279,MLS1404021181154101083,38,36,33,51,57,12,2,1,0,0,0,0,0,0,1,2,2,1,0,1,0,0,1,1,2,2,6,4,4,9,43,37,82,36,0
7280,7280,MLS1404021171134103544,33,31,29,48,60,19,7,2,1,1,0,0,0,0,1,2,1,1,1,0,0,0,1,1,3,3,6,5,4,9,46,38,81,33,5
7281,7281,MLS1404020041804102138,28,23,23,41,76,30,7,1,1,0,0,0,0,0,1,2,2,1,0,0,0,0,1,1,3,2,8,5,3,4,40,32,86,41,0
7283,7283,MLS1404020001774106356,76,33,16,39,33,6,19,7,1,0,0,0,0,0,1,5,4,2,0,0,0,0,1,1,4,3,10,5,3,2,40,29,79,45,5
7284,7284,MLS1404011171194117329,30,29,26,44,72,24,4,1,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,2,3,5,5,4,10,46,38,80,34,5
7286,7286,MLS1404011141184105862,34,35,30,53,66,9,0,0,0,0,0,0,0,0,1,3,3,1,0,1,0,1,0,1,3,4,6,3,3,1,44,40,84,34,0
7287,7287,MLS1404011101404115437,52,36,27,42,57,8,4,1,1,1,3,0,0,0,1,2,2,1,0,0,0,1,1,1,3,3,6,6,4,11,45,28,67,52,5
7289,7289,MLS1404011071474116147,46,38,34,47,50,11,3,1,1,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,3,2,5,5,5,11,43,33,72,46,0
7291,7291,MLS1404010021744110952,50,40,30,35,46,24,3,1,1,0,0,0,0,0,1,2,2,1,0,0,1,1,1,1,3,4,7,6,4,6,45,41,78,32,5
7292,7292,MLS1403311161264118717,38,31,25,50,54,24,6,1,1,0,0,0,0,0,1,3,2,1,0,0,0,0,0,1,3,3,5,6,4,7,41,32,85,39,0
7294,7294,MLS1403301181214104744,37,26,20,31,65,37,11,3,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,3,3,4,5,5,8,44,34,77,41,5
7295,7295,MLS1403301151244111934,93,55,36,31,12,1,0,0,0,0,0,0,0,0,1,2,2,1,1,0,1,0,0,1,2,3,6,5,4,13,41,32,75,47,5
7296,7296,MLS1403291211124109859,53,46,35,53,37,3,1,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,1,1,2,3,6,5,4,7,49,41,84,24,0
7297,7297,MLS1403291161124113113,36,35,31,48,58,16,3,1,0,0,0,0,0,0,1,2,2,1,0,0,0,0,1,1,3,3,6,6,5,8,40,37,81,37,5
7298,7298,MLS1403291021754105545,34,34,33,56,65,7,0,0,0,0,0,0,0,0,1,6,5,2,0,0,0,0,0,0,3,5,5,8,5,0,52,31,80,29,0
7299,7299,MLS1403281161394118744,22,17,19,33,49,56,23,5,5,0,0,0,0,0,0,8,6,3,0,0,0,0,1,0,5,2,7,0,8,20,33,44,78,15,5
7300,7300,MLS1403280011984103093,24,29,25,43,72,29,7,1,0,0,0,0,0,0,1,6,5,3,0,0,0,0,0,0,5,8,4,0,0,0,44,45,86,22,0
7301,7301,MLS1403261181004104003,53,48,40,53,32,1,1,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,1,1,3,2,7,6,4,6,41,37,81,37,0
7302,7302,MLS1403260022134106316,33,29,29,47,63,24,3,1,0,0,0,0,0,0,1,6,5,2,0,0,0,0,0,0,6,4,12,3,0,0,54,43,75,19,0
7303,7303,MLS1403260001654114217,35,31,26,41,59,24,10,3,1,0,0,0,0,0,1,2,2,1,0,0,0,0,1,1,2,4,7,4,2,6,40,35,79,44,5
7304,7304,MLS1403260001654104131,28,26,27,46,70,24,7,2,1,0,0,0,0,0,1,2,2,1,0,0,0,0,1,2,2,4,7,4,3,6,40,35,78,46,0
7306,7306,MLS1403251131414115704,38,29,17,36,64,32,5,2,4,3,0,0,0,0,1,4,3,1,1,0,0,0,0,0,1,1,8,3,5,4,45,42,83,29,0
7307,7307,MLS1403251121434105150,37,24,19,30,66,33,14,4,3,1,0,0,0,0,1,3,3,1,1,0,0,0,0,0,3,4,6,4,7,9,38,35,76,44,0
7309,7309,MLS1403231210514112203,27,24,22,39,74,31,9,2,1,2,1,0,0,0,1,2,1,1,0,1,1,1,1,1,2,3,7,5,4,7,44,37,78,39,0
7310,7310,MLS1403231210504111684,45,42,35,50,45,8,3,1,1,1,0,0,0,0,1,2,1,1,0,1,0,1,1,1,2,3,7,5,4,6,42,37,79,40,5
7311,7311,MLS1403231111614111749,26,29,24,48,75,25,2,0,0,0,0,0,0,0,1,6,5,2,0,0,0,0,0,3,0,5,8,5,3,3,59,40,78,15,0
7312,7312,MLS1403231101614105369,23,15,17,20,40,52,36,18,7,2,0,0,0,0,1,6,4,5,0,0,0,0,0,0,3,3,5,6,0,5,57,41,84,12,5
7314,7314,MLS1403231071324118173,25,23,22,39,66,27,12,5,2,9,0,0,0,0,0,8,5,3,0,4,0,0,0,0,10,0,12,5,0,0,60,52,66,4,0
7315,7315,MLS1403231071324111163,35,24,14,38,61,35,8,5,1,10,0,0,0,0,0,8,6,3,0,3,0,0,0,0,14,0,14,6,0,0,56,47,70,5,5
7316,7316,MLS1403231051384111942,23,24,19,32,65,50,14,2,0,0,0,0,0,0,0,8,5,3,0,0,0,0,0,0,0,10,7,4,4,4,42,29,87,29,0
7317,7317,MLS1403231051354115061,34,34,30,44,43,27,14,3,0,0,0,0,0,0,1,8,6,3,0,0,0,0,0,0,0,7,8,0,5,13,52,33,69,27,5
7319,7319,MLS1403221181234109614,109,58,20,16,15,10,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,2,3,2,3,6,10,45,34,85,33,5
7320,7320,MLS1403221181214108075,45,33,26,40,49,28,8,1,0,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,4,4,3,4,6,7,41,33,79,43,0
7321,7321,MLS1403221171204104503,63,43,20,19,39,33,9,2,1,1,0,0,0,0,1,2,2,1,0,0,0,0,1,1,2,3,5,4,5,10,42,33,78,43,5
7322,7322,MLS1403221161334104090,40,36,32,48,59,12,2,1,0,0,0,0,0,0,1,3,3,2,0,0,0,0,0,1,3,2,7,4,3,4,38,45,78,38,0
7323,7323,MLS1403221161254111295,27,26,25,45,73,26,6,1,1,0,0,0,0,0,1,2,2,1,0,0,1,0,1,1,3,3,6,4,4,7,45,38,80,37,0
7325,7325,MLS1403221001624103798,41,31,24,36,59,31,6,1,1,0,0,0,0,0,1,3,3,1,0,0,0,0,0,2,4,3,8,3,4,5,44,30,73,51,0
7326,7326,MLS1403201161204117772,32,28,25,45,67,25,6,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,3,6,5,4,11,45,34,74,43,0
7329,7329,MLS1403201081504104709,40,37,33,52,60,3,1,1,0,0,0,0,0,0,1,2,2,1,0,0,0,1,1,1,2,3,7,5,5,6,43,35,79,42,0
7330,7330,MLS1403201081494104883,28,27,26,43,65,28,9,2,1,1,0,0,0,0,1,2,1,1,0,0,0,1,1,1,2,3,6,4,4,10,42,35,80,41,0
7331,7331,MLS1403201081474101156,26,24,22,42,73,31,9,2,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,6,4,4,9,42,35,76,47,0
7332,7332,MLS1403201071494105008,75,54,30,32,23,3,1,1,3,8,3,0,0,0,1,2,2,1,0,0,0,0,1,1,2,3,5,4,4,12,39,31,79,48,5
7333,7333,MLS1403201071484103486,47,33,19,36,65,24,4,1,0,0,0,0,0,0,1,2,2,1,0,0,0,0,1,1,3,2,7,4,4,9,42,37,80,38,0
7334,7334,MLS1403201031674103579,36,32,30,56,66,8,1,0,0,0,0,0,0,0,1,4,4,2,0,0,0,0,0,0,0,6,5,3,4,2,47,40,86,28,0
7335,7335,MLS1403201011684114185,53,31,19,35,50,9,6,9,6,3,9,0,0,0,1,2,2,1,1,0,0,0,0,1,1,3,6,5,4,9,46,30,71,49,5
7336,7336,MLS1403200021684101596,23,24,22,39,74,35,10,3,1,1,0,0,0,0,1,3,3,1,0,0,0,2,0,0,1,4,7,5,2,2,40,39,84,38,0
7337,7337,MLS1403121161474102799,23,27,22,41,61,35,16,3,2,0,0,0,0,0,0,9,6,3,0,0,0,5,0,0,4,4,14,0,19,14,48,38,43,24,5
7338,7338,MLS1403121051754109379,38,33,28,39,54,28,6,2,1,0,0,0,0,0,1,6,4,2,2,0,0,0,0,2,0,6,8,8,0,2,46,40,88,18,5
7339,7339,MLS1403121051744113308,33,26,19,42,70,29,9,2,0,0,0,0,0,0,1,8,6,3,0,0,0,0,4,0,4,4,8,0,0,0,39,35,92,27,0
7340,7340,MLS1403121051744107757,27,21,24,45,69,32,9,2,0,0,0,0,0,0,1,8,6,3,0,0,0,0,4,0,4,4,8,0,0,0,39,35,92,27,5
7341,7341,MLS1403111210444110338,71,44,17,9,25,9,18,32,1,4,0,0,0,0,1,3,3,1,0,0,0,0,0,2,2,2,6,5,4,2,41,38,82,40,5
7342,7342,MLS1403111171544112660,31,26,17,33,59,43,11,6,2,0,0,0,0,0,0,9,7,4,0,0,0,0,0,0,2,0,4,4,0,9,56,42,87,7,5
7343,7343,MLS1403111101634113950,36,35,31,46,63,16,2,0,0,0,0,0,0,0,1,6,4,2,0,0,0,0,0,1,2,4,7,5,4,2,52,42,88,13,0
7346,7346,MLS1403111081634114495,27,26,23,41,62,35,11,3,1,0,0,0,0,0,1,4,3,2,1,0,0,1,0,0,2,8,5,4,6,5,64,48,71,8,5
7348,7348,MLS1403111071644114388,32,27,27,49,66,21,6,0,0,0,0,0,0,0,1,6,5,2,2,0,0,0,0,1,4,9,5,3,4,3,57,52,73,7,2
7349,7349,MLS1403111051644108464,44,36,32,40,60,14,3,1,0,0,0,0,0,0,1,4,4,2,0,0,0,0,0,1,3,3,5,3,3,3,47,39,84,30,0
7350,7350,MLS1403111051644105627,36,34,31,53,59,14,1,0,0,0,0,0,0,0,1,4,4,2,0,0,0,0,0,1,3,3,5,3,3,3,46,39,84,31,0
7351,7351,MLS1403101201024113729,26,23,21,37,67,33,14,6,2,1,0,0,0,0,1,2,1,1,0,0,0,0,1,1,3,3,6,5,5,7,46,41,83,28,1
7352,7352,MLS1403101071554103165,28,29,27,47,72,22,3,1,0,0,0,0,0,0,1,2,2,1,0,0,0,1,1,2,3,3,7,3,2,4,43,40,83,36,0
7353,7353,MLS1403101051554103696,69,58,40,37,13,9,2,1,1,0,0,0,0,0,1,2,2,1,0,1,0,0,0,1,3,2,7,5,3,5,44,37,79,42,5
7355,7355,MLS1403081201364101218,67,40,29,38,10,0,0,0,6,39,0,0,0,0,0,9,6,3,0,0,0,3,0,0,0,0,6,0,18,8,52,24,90,11,5
7357,7357,MLS1403080152004115455,52,42,29,38,47,14,5,2,1,1,0,0,0,0,1,2,2,1,0,0,0,0,1,1,3,4,7,5,3,3,41,36,79,44,5
7358,7358,MLS1403080132004117386,71,43,24,29,38,20,3,1,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,1,3,3,7,6,3,5,45,37,86,31,5
7359,7359,MLS1403061121564115637,19,18,15,29,61,48,28,9,1,0,0,0,0,0,0,9,5,3,0,0,0,0,5,0,3,7,15,4,2,0,44,27,96,11,0
7360,7360,MLS1403061121554112462,49,40,31,35,51,19,3,1,0,0,0,0,0,0,0,10,6,3,0,0,0,0,0,0,0,3,2,9,5,8,44,40,79,22,5
7361,7361,MLS1403061121554106997,25,24,22,40,65,41,10,3,1,0,0,0,0,0,0,8,6,3,0,0,0,0,0,0,0,7,4,4,7,4,54,35,81,15,0
7362,7362,MLS1403061121534119877,42,31,25,39,59,25,5,2,1,0,0,0,0,0,1,6,5,2,0,0,0,0,0,0,0,3,6,1,5,14,48,40,85,16,5
7363,7363,MLS1403061101514115316,29,30,29,48,69,17,3,2,2,1,0,0,0,0,1,4,3,2,0,0,0,0,1,2,3,2,8,7,4,8,44,38,87,22,5
7364,7364,MLS1403061081434105266,27,27,25,44,69,26,9,2,1,0,0,0,0,0,1,2,2,1,0,0,0,0,1,1,2,3,6,5,4,7,48,38,74,38,0
7365,7365,MLS1403061071434109231,26,23,18,38,74,30,11,2,2,5,0,0,0,0,1,3,3,1,0,0,1,0,0,1,2,3,4,5,1,1,41,32,84,48,5
7366,7366,MLS1403061071414104127,27,26,21,43,71,30,9,2,0,0,0,0,0,0,1,4,3,2,0,0,0,0,0,2,3,2,9,6,2,2,38,32,85,42,0
7367,7367,MLS1402271170974119047,0,0,0,38,75,38,38,38,0,0,0,0,0,0,0,113,75,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
7368,7368,MLS1402260031874116129,75,113,38,0,0,0,0,0,0,0,0,0,0,0,0,113,75,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7369,7369,MLS1402260021864105208,38,0,113,0,75,0,0,0,0,0,0,0,0,0,0,113,75,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
7370,7370,MLS1402260011864111053,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0,113,75,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
7372,7372,MLS1402221230734134935,44,37,30,41,49,22,4,1,0,0,0,0,0,0,1,4,3,2,0,0,0,0,0,0,4,6,11,7,3,3,37,23,59,70,7
7373,7373,MLS1402221210974116541,89,53,29,22,18,14,4,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,1,1,3,3,6,5,4,12,42,35,76,40,5
7374,7374,MLS1402221210974109168,36,28,23,40,69,25,6,1,1,0,0,0,0,0,1,2,1,1,0,0,0,0,1,1,2,3,6,5,4,10,44,35,78,40,0
7375,7375,MLS1402221210974107244,26,25,24,43,73,28,7,2,1,0,0,0,0,0,1,2,1,1,0,0,0,0,1,1,2,3,7,5,4,10,45,35,75,40,0
7377,7377,MLS1402221181064104244,26,26,24,43,73,27,6,2,1,1,0,0,0,0,1,2,1,1,0,0,0,0,1,1,3,3,7,5,4,8,44,40,81,34,0
7378,7378,MLS1402221151284103089,26,24,24,40,67,30,10,4,3,2,0,0,0,0,1,2,2,1,0,0,0,0,1,1,3,4,6,6,4,9,39,36,74,47,0
7380,7380,MLS1402220081834101572,43,37,33,49,40,15,8,2,1,1,0,0,0,0,1,2,2,1,0,0,0,0,1,1,3,3,7,6,4,3,43,32,78,47,0
7381,7381,MLS1402201171104120206,41,30,24,41,63,19,6,3,2,1,0,0,0,0,1,2,1,1,0,0,0,1,1,1,3,3,6,5,5,8,42,43,81,31,5
7382,7382,MLS1402201161374110076,30,32,27,49,70,19,3,0,0,0,0,0,0,0,1,5,5,2,0,0,0,0,2,0,3,3,3,0,3,10,40,46,84,25,0
7383,7383,MLS1402201071424102893,46,41,33,39,30,18,16,5,1,1,0,0,0,0,1,4,3,2,0,0,0,0,0,1,2,1,10,5,2,1,41,34,88,36,5
7385,7385,MLS1402181211224102171,27,27,24,40,78,23,9,1,0,0,0,0,0,0,1,7,4,2,0,0,0,0,0,2,0,3,3,8,6,3,38,46,89,21,0
7386,7386,MLS1402181151344106404,45,42,35,52,49,4,1,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,1,1,2,4,7,5,3,4,45,41,85,30,0
7387,7387,MLS1402181131344111408,31,31,28,46,66,19,4,1,1,2,1,0,0,0,1,2,1,1,1,0,0,1,1,1,3,3,8,6,4,9,45,34,78,38,0
7388,7388,MLS1402181121364108272,54,40,26,38,38,15,4,3,7,5,0,0,0,0,1,2,2,1,1,0,1,0,1,1,2,3,7,6,4,12,42,28,71,50,5
7389,7389,MLS1402111131564102391,19,22,20,24,58,49,14,16,3,4,0,0,0,0,0,15,9,4,0,0,0,0,0,0,0,0,0,16,0,0,47,22,77,38,5
7390,7390,MLS1402111131554112145,27,29,19,36,69,29,7,8,4,2,0,0,0,0,2,7,7,3,0,0,0,0,1,4,2,6,5,5,5,10,62,38,48,27,0
7394,7394,MLS1402101211284107086,41,36,26,35,62,21,6,1,1,0,0,0,0,0,1,5,4,2,0,0,0,0,0,0,4,5,4,8,3,5,48,43,83,18,5
7395,7395,MLS1402101120164109243,30,27,23,41,72,31,4,1,0,0,0,0,0,0,1,5,4,2,0,0,0,0,2,3,3,5,2,0,4,5,53,37,87,19,0
7396,7396,MLS1402091111494108092,24,25,19,35,51,60,14,0,0,0,0,0,0,0,1,5,5,4,0,0,0,0,0,0,6,1,6,6,4,5,29,45,84,33,0
7398,7398,MLS1402091101494115438,39,40,32,53,45,12,7,2,1,0,0,0,0,0,1,3,3,1,0,0,0,0,0,0,2,2,6,6,4,6,44,36,76,42,0
7399,7399,MLS1402091101484112142,62,45,29,35,25,13,18,2,0,0,0,0,0,0,1,4,4,2,0,0,0,0,0,1,3,2,2,2,2,14,37,38,70,50,5
7400,7400,MLS1402091050144107135,73,42,28,48,26,8,3,1,1,0,0,0,0,0,1,2,2,1,0,0,0,0,0,2,5,4,5,6,5,6,35,30,82,46,5
7401,7401,MLS1402090021704110742,65,43,28,34,48,10,1,0,0,0,0,0,0,0,1,2,2,1,1,0,0,1,1,1,2,3,8,6,3,6,39,40,79,39,0
7402,7402,MLS1402090001714112898,33,32,29,51,64,16,3,1,0,0,0,0,0,0,1,2,2,1,1,1,0,0,1,1,2,3,7,7,3,4,41,33,76,49,0
7403,7403,MLS1402081221104104745,24,24,23,41,69,34,11,2,1,1,0,0,0,0,1,3,2,2,0,0,0,0,1,1,2,3,4,3,4,7,43,38,80,38,0
7404,7404,MLS1402081221084119432,30,29,28,47,64,18,8,4,1,1,0,0,0,0,1,2,2,1,0,1,0,0,1,1,1,4,7,4,3,7,42,40,83,33,1
7405,7405,MLS1402081221084115194,52,47,39,51,37,2,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,1,1,1,4,7,4,3,7,42,40,83,33,0
7406,7406,MLS1402081211104118663,28,29,27,46,70,21,7,2,1,0,0,0,0,0,1,2,2,1,1,1,0,0,1,1,2,4,6,5,4,6,45,41,82,32,0
7407,7407,MLS1402081211104109965,38,34,30,42,58,21,5,2,1,1,0,0,0,0,1,2,2,1,1,0,0,0,1,1,2,3,6,5,4,6,45,39,80,36,0
7408,7408,MLS1402081161384101024,24,24,23,41,75,34,7,1,0,0,0,0,0,0,0,7,5,3,0,0,0,0,3,0,6,3,8,0,6,14,54,45,70,9,0
7409,7409,MLS1402081151154116322,65,56,40,41,20,3,1,3,1,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,2,4,7,6,4,6,48,41,85,24,3
7410,7410,MLS1402061171254114958,60,38,20,30,54,18,8,1,1,0,0,0,0,0,1,3,3,1,0,0,0,0,0,0,1,4,5,4,3,10,48,36,80,33,5
7411,7411,MLS1402061171254109390,49,38,25,40,60,16,2,1,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,0,1,4,6,5,3,9,48,35,83,30,0
7413,7413,MLS1402061111274116202,35,28,22,31,79,25,5,3,1,0,0,0,0,0,2,7,6,2,0,0,0,0,0,3,0,2,10,0,0,0,43,31,65,59,0
7414,7414,MLS1402061111254111925,26,27,30,43,73,24,5,1,0,0,0,0,0,0,2,8,7,3,0,0,0,0,0,6,3,1,6,0,0,0,52,29,53,62,0
7416,7416,MLS1402051211154107036,51,40,31,39,21,4,27,10,6,0,0,0,0,0,1,6,5,2,0,0,0,0,0,0,13,8,15,4,1,0,50,23,46,58,5
